"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of monoatomic ion transport","GO:0043269","0.0021925253373405867","2.659055379123326","452","809","36","21026",
"GO:BP","ATP biosynthetic process","GO:0006754","0.0023225415806153215","2.6340365020619254","102","809","14","21026",
"GO:BP","muscle contraction","GO:0006936","0.0023904193481275927","2.621525904657599","349","809","30","21026",
"GO:BP","positive regulation of proteolysis","GO:0045862","0.0024123591932235463","2.617558026539888","218","809","22","21026",
"GO:BP","response to decreased oxygen levels","GO:0036293","0.002469924037058371","2.607316403336968","316","809","28","21026",
"GO:BP","angiogenesis","GO:0001525","0.0024778021138329087","2.6059333808905825","547","809","41","21026",
"GO:BP","purine ribonucleotide metabolic process","GO:0009150","0.0025578702822206183","2.5921214837605113","351","809","30","21026",
"GO:BP","regulation of immune system process","GO:0002682","0.002598387661555641","2.585296054681461","1581","809","92","21026",
"GO:BP","response to nitrogen compound","GO:1901698","0.0027293927610301696","2.563933964632529","1080","809","68","21026",
"GO:BP","response to hypoxia","GO:0001666","0.0027343166157927437","2.563151198425728","302","809","27","21026",
"GO:BP","proton motive force-driven mitochondrial ATP synthesis","GO:0042776","0.0027343166157927437","2.563151198425728","67","809","11","21026",
"GO:BP","biological process involved in interspecies interaction between organisms","GO:0044419","0.0028374020070835986","2.5470791283953815","1759","809","100","21026",
"GO:BP","ribonucleotide metabolic process","GO:0009259","0.002903799490191773","2.5370333753375416","372","809","31","21026",
"GO:BP","purine ribonucleotide biosynthetic process","GO:0009152","0.002903799490191773","2.5370333753375416","161","809","18","21026",
"GO:BP","ribonucleotide biosynthetic process","GO:0009260","0.0029080532187239555","2.5363976499496363","176","809","19","21026",
"GO:BP","regulation of biological process","GO:0050789","0.002955457614200072","2.5293752647201075","12336","809","528","21026",
"GO:BP","malate transport","GO:0015743","0.003071018094250413","2.51271762471292","3","809","3","21026",
"GO:BP","cytokine-mediated signaling pathway","GO:0019221","0.003071018094250413","2.51271762471292","518","809","39","21026",
"GO:BP","regulation of smooth muscle contraction","GO:0006940","0.003071018094250413","2.51271762471292","57","809","10","21026",
"GO:BP","malate transmembrane transport","GO:0071423","0.003071018094250413","2.51271762471292","3","809","3","21026",
"GO:BP","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death","GO:1902445","0.003071018094250413","2.51271762471292","3","809","3","21026",
"GO:BP","oxaloacetate(2-) transmembrane transport","GO:1902356","0.003071018094250413","2.51271762471292","3","809","3","21026",
"GO:BP","purine nucleotide metabolic process","GO:0006163","0.0034035127252057483","2.4680726212966957","430","809","34","21026",
"GO:BP","blood vessel morphogenesis","GO:0048514","0.003469486044408618","2.4597348550676377","635","809","45","21026",
"GO:BP","ceramide biosynthetic process","GO:0046513","0.0036426372539407788","2.4385840751088126","70","809","11","21026",
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","0.0036426372539407788","2.4385840751088126","1199","809","73","21026",
"GO:BP","negative regulation of signal transduction","GO:0009968","0.003697838456898426","2.4320520652725786","1326","809","79","21026",
"GO:BP","organophosphate biosynthetic process","GO:0090407","0.003768174636032865","2.4238689780373597","619","809","44","21026",
"GO:BP","negative regulation of apoptotic process","GO:0043066","0.0037840982804086144","2.4220375926495104","874","809","57","21026",
"GO:BP","regulation of phosphate metabolic process","GO:0019220","0.0039089491475850415","2.4079399793674106","956","809","61","21026",
"GO:BP","regulation of cellular process","GO:0050794","0.003961202246924334","2.402172983275865","11946","809","512","21026",
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","0.003963482457234776","2.401923059696643","957","809","61","21026",
"GO:BP","response to biotic stimulus","GO:0009607","0.004272654551549176","2.369302218912432","1634","809","93","21026",
"GO:BP","tube morphogenesis","GO:0035239","0.004272654551549176","2.369302218912432","879","809","57","21026",
"GO:BP","regulation of cellular component organization","GO:0051128","0.004329229436696289","2.363589397219715","2433","809","129","21026",
"GO:BP","response to other organism","GO:0051707","0.004329229436696289","2.363589397219715","1592","809","91","21026",
"GO:BP","positive regulation of MAPK cascade","GO:0043410","0.0043382115401562225","2.3626892747094215","456","809","35","21026",
"GO:BP","response to external biotic stimulus","GO:0043207","0.004560280856877338","2.3410084093452377","1595","809","91","21026",
"GO:BP","platelet activation","GO:0030168","0.004697060973497461","2.328173802115747","140","809","16","21026",
"GO:BP","ERK1 and ERK2 cascade","GO:0070371","0.004697060973497461","2.328173802115747","299","809","26","21026",
"GO:BP","positive regulation of signal transduction","GO:0009967","0.0049092128024253775","2.3089881418834306","1578","809","90","21026",
"GO:BP","transmembrane transport","GO:0055085","0.0049092128024253775","2.3089881418834306","1578","809","90","21026",
"GO:BP","muscle structure development","GO:0061061","0.005925461590199276","2.2272778126987625","693","809","47","21026",
"GO:BP","negative regulation of phosphate metabolic process","GO:0045936","0.00593332447496871","2.2267019008054447","304","809","26","21026",
"GO:BP","negative regulation of phosphorus metabolic process","GO:0010563","0.00593332447496871","2.2267019008054447","304","809","26","21026",
"GO:BP","leukocyte differentiation","GO:0002521","0.006052557887105406","2.2180610482422427","636","809","44","21026",
"GO:BP","cardiac vascular smooth muscle cell differentiation","GO:0060947","0.006052557887105406","2.2180610482422427","8","809","4","21026",
"GO:BP","myeloid leukocyte migration","GO:0097529","0.006230484395467957","2.2054781873535347","238","809","22","21026",
"GO:BP","chemotaxis","GO:0006935","0.0062656723182715444","2.2030323215653405","467","809","35","21026",
"GO:BP","cell chemotaxis","GO:0060326","0.0062656723182715444","2.2030323215653405","323","809","27","21026",
"GO:BP","regulation of p38MAPK cascade","GO:1900744","0.0062656723182715444","2.2030323215653405","41","809","8","21026",
"GO:BP","proteolysis","GO:0006508","0.006539964649359238","2.18442459917263","1486","809","85","21026",
"GO:BP","purine-containing compound metabolic process","GO:0072521","0.006670372645653356","2.1758499032003518","563","809","40","21026",
"GO:BP","taxis","GO:0042330","0.006670372645653356","2.1758499032003518","469","809","35","21026",
"GO:BP","purine-containing compound biosynthetic process","GO:0072522","0.006863870198402045","2.1634309379581205","257","809","23","21026",
"GO:BP","regulation of ERK1 and ERK2 cascade","GO:0070372","0.006884835508184889","2.162106431404299","274","809","24","21026",
"GO:BP","positive regulation of apoptotic process","GO:0043065","0.007251060386769213","2.139598478056876","528","809","38","21026",
"GO:BP","purine nucleotide biosynthetic process","GO:0006164","0.007251060386769213","2.139598478056876","193","809","19","21026",
"GO:BP","positive regulation of viral entry into host cell","GO:0046598","0.007324604062436644","2.1352158464887205","15","809","5","21026",
"GO:BP","sulfate transmembrane transport","GO:1902358","0.007324604062436644","2.1352158464887205","15","809","5","21026",
"GO:BP","monoatomic cation transport","GO:0006812","0.007324604062436644","2.1352158464887205","1069","809","65","21026",
"GO:BP","positive regulation by symbiont of entry into host","GO:0075294","0.007324604062436644","2.1352158464887205","15","809","5","21026",
"GO:BP","collagen metabolic process","GO:0032963","0.007324604062436644","2.1352158464887205","104","809","13","21026",
"GO:BP","response to oxygen-containing compound","GO:1901700","0.0073708048376781255","2.1324850877883934","1669","809","93","21026",
"GO:BP","intracellular signaling cassette","GO:0141124","0.007392049423619096","2.1312351380632077","1912","809","104","21026",
"GO:BP","proton motive force-driven ATP synthesis","GO:0015986","0.007505827892118877","2.1246013981376994","78","809","11","21026",
"GO:BP","nucleotide metabolic process","GO:0009117","0.0076165537565106595","2.118241488382218","493","809","36","21026",
"GO:BP","smooth muscle contraction","GO:0006939","0.007688660535110224","2.1141493133688143","105","809","13","21026",
"GO:BP","face development","GO:0060324","0.007691129218740494","2.114009891997709","54","809","9","21026",
"GO:BP","carboxylic acid metabolic process","GO:0019752","0.007691129218740494","2.114009891997709","887","809","56","21026",
"GO:BP","muscle system process","GO:0003012","0.007697098842406518","2.1136729364058175","438","809","33","21026",
"GO:BP","positive regulation of transport","GO:0051050","0.007729374273216723","2.1118556627037353","847","809","54","21026",
"GO:BP","negative regulation of immune system process","GO:0002683","0.00825202160105331","2.0834396438586076","515","809","37","21026",
"GO:BP","lipid biosynthetic process","GO:0008610","0.00825202160105331","2.0834396438586076","729","809","48","21026",
"GO:BP","oxaloacetate transport","GO:0015729","0.008296742908124941","2.0810923672200508","4","809","3","21026",
"GO:BP","regulation of muscle system process","GO:0090257","0.009247597234990915","2.033971093546173","231","809","21","21026",
"GO:BP","regulation of response to external stimulus","GO:0032101","0.009356659054147743","2.028879195424337","1082","809","65","21026",
"GO:BP","regulation of intracellular signal transduction","GO:1902531","0.009786497892354822","2.009372693092559","1953","809","105","21026",
"GO:BP","response to peptide","GO:1901652","0.01053285375043908","1.9774539459885594","962","809","59","21026",
"GO:BP","carbohydrate metabolic process","GO:0005975","0.010598840431104454","1.974741646237084","561","809","39","21026",
"GO:BP","regulation of metal ion transport","GO:0010959","0.010803832023771482","1.966422176772281","374","809","29","21026",
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","0.011110783356851476","1.954255320396248","1048","809","63","21026",
"GO:BP","positive regulation of monoatomic ion transport","GO:0043270","0.011235906425342746","1.949391886338252","202","809","19","21026",
"GO:BP","defense response to other organism","GO:0098542","0.011863282231782873","1.9257951374521902","1263","809","73","21026",
"GO:BP","positive regulation of programmed cell death","GO:0043068","0.012009848363906271","1.9204624759555038","546","809","38","21026",
"GO:BP","regulation of protein metabolic process","GO:0051246","0.012072187380519394","1.9182140322041348","1855","809","100","21026",
"GO:BP","wound healing","GO:0042060","0.012273258918401753","1.9110401037476576","433","809","32","21026",
"GO:BP","oxoacid metabolic process","GO:0043436","0.01276905961308364","1.8938410854998502","909","809","56","21026",
"GO:BP","leukocyte chemotaxis","GO:0030595","0.012890463339038729","1.8897314719428524","238","809","21","21026",
"GO:BP","GDP-mannose metabolic process","GO:0019673","0.013141841251688052","1.8813437832216178","10","809","4","21026",
"GO:BP","amide metabolic process","GO:0043603","0.01366775440807237","1.8643028335151557","455","809","33","21026",
"GO:BP","regulation of mononuclear cell migration","GO:0071675","0.014226943784346696","1.846888384536081","143","809","15","21026",
"GO:BP","intracellular signal transduction","GO:0035556","0.014527650519025041","1.8378046161994042","2965","809","148","21026",
"GO:BP","organic acid metabolic process","GO:0006082","0.014527650519025041","1.8378046161994042","915","809","56","21026",
"GO:BP","positive regulation of cellular component organization","GO:0051130","0.014954733647139524","1.8252213176114436","1105","809","65","21026",
"GO:BP","leukocyte migration","GO:0050900","0.01506260095173801","1.822100029366644","402","809","30","21026",
"GO:BP","positive regulation of developmental process","GO:0051094","0.01559982226713108","1.8068803496483548","1343","809","76","21026",
"GO:BP","regulation of calcium ion transport","GO:0051924","0.017118401913817544","1.7665367812713448","244","809","21","21026",
"GO:BP","regulation of ATP metabolic process","GO:1903578","0.017209863275063724","1.7642225799409599","74","809","10","21026",
"GO:BP","amyloid-beta clearance","GO:0097242","0.017796542400920816","1.749664366346271","38","809","7","21026",
"GO:BP","response to cytokine","GO:0034097","0.0187393740082304","1.7272449208821812","947","809","57","21026",
"GO:BP","nucleotide biosynthetic process","GO:0009165","0.01875407980900734","1.7269042401602592","229","809","20","21026",
"GO:BP","response to chemical","GO:0042221","0.01893587746030555","1.7227145655186287","3909","809","187","21026",
"GO:BP","immune system process","GO:0002376","0.019221925195348318","1.7162031171958518","2871","809","143","21026",
"GO:BP","apoptotic mitochondrial changes","GO:0008637","0.019221925195348318","1.7162031171958518","103","809","12","21026",
"GO:BP","enzyme-linked receptor protein signaling pathway","GO:0007167","0.019256471619266705","1.7154232860931802","970","809","58","21026",
"GO:BP","oligopeptide transport","GO:0006857","0.019545037124109398","1.7089635003261037","19","809","5","21026",
"GO:BP","secretion","GO:0046903","0.019545037124109398","1.7089635003261037","992","809","59","21026",
"GO:BP","platelet aggregation","GO:0070527","0.020317393986739287","1.6921319976558136","76","809","10","21026",
"GO:BP","insulin-like growth factor receptor signaling pathway","GO:0048009","0.02134394584914805","1.6707252895929128","51","809","8","21026",
"GO:BP","regulation of defense response","GO:0031347","0.021539879969220164","1.6667567211332361","809","809","50","21026",
"GO:BP","positive regulation of angiogenesis","GO:0045766","0.021539879969220164","1.6667567211332361","166","809","16","21026",
"GO:BP","vascular associated smooth muscle cell differentiation","GO:0035886","0.021870017361401366","1.660150872199774","29","809","6","21026",
"GO:BP","monosaccharide biosynthetic process","GO:0046364","0.02251795589444295","1.6474710358480384","91","809","11","21026",
"GO:BP","regulation of response to stress","GO:0080134","0.02280263480808697","1.6420149680653144","1387","809","77","21026",
"GO:BP","cell surface receptor protein tyrosine kinase signaling pathway","GO:0007169","0.02282287013438306","1.641629740936883","629","809","41","21026",
"GO:BP","inorganic cation transmembrane transport","GO:0098662","0.023037050196524265","1.6375731313854378","854","809","52","21026",
"GO:BP","cellular response to cytokine stimulus","GO:0071345","0.023037050196524265","1.6375731313854378","854","809","52","21026",
"GO:BP","glucose metabolic process","GO:0006006","0.023301370562573157","1.6326185334693912","184","809","17","21026",
"GO:BP","mitochondrion organization","GO:0007005","0.02345900108329711","1.6296904846863134","435","809","31","21026",
"GO:BP","regulation of integrin-mediated signaling pathway","GO:2001044","0.023726288411971382","1.6247701947060798","20","809","5","21026",
"GO:BP","regulation of cell adhesion","GO:0030155","0.023887910424551035","1.6218218381436704","794","809","49","21026",
"GO:BP","sulfur compound transport","GO:0072348","0.024050354107883958","1.618878524863212","65","809","9","21026",
"GO:BP","positive regulation of neuron apoptotic process","GO:0043525","0.024050354107883958","1.618878524863212","65","809","9","21026",
"GO:BP","cell activation","GO:0001775","0.02423850673418508","1.6154941393357711","1132","809","65","21026",
"GO:BP","regulation of system process","GO:0044057","0.024279167973218167","1.6147662002504688","553","809","37","21026",
"GO:BP","vesicle-mediated transport","GO:0016192","0.024279167973218167","1.6147662002504688","1592","809","86","21026",
"GO:BP","mononuclear cell differentiation","GO:1903131","0.024279167973218167","1.6147662002504688","534","809","36","21026",
"GO:BP","positive regulation of vasculature development","GO:1904018","0.024279167973218167","1.6147662002504688","169","809","16","21026",
"GO:BP","positive regulation of inflammatory response","GO:0050729","0.024279167973218167","1.6147662002504688","153","809","15","21026",
"GO:BP","positive regulation of integrin-mediated signaling pathway","GO:2001046","0.024279167973218167","1.6147662002504688","12","809","4","21026",
"GO:BP","carbohydrate derivative biosynthetic process","GO:1901137","0.024737662399933","1.6066413416824346","594","809","39","21026",
"GO:BP","protein catabolic process","GO:0030163","0.026129915632451983","1.5828619925084075","1030","809","60","21026",
"GO:BP","organic anion transport","GO:0015711","0.026359608896886294","1.5790610377496594","459","809","32","21026",
"GO:BP","regulation of immune response","GO:0050776","0.027001710760640507","1.5686087191606775","947","809","56","21026",
"GO:BP","ERAD pathway","GO:0036503","0.027739963503509622","1.5568941146482713","109","809","12","21026",
"GO:BP","carbohydrate derivative catabolic process","GO:1901136","0.027923233386251693","1.5540342937673093","257","809","21","21026",
"GO:BP","amide biosynthetic process","GO:0043604","0.028109598303560763","1.55114536057518","172","809","16","21026",
"GO:BP","negative regulation of cell adhesion","GO:0007162","0.028149364715455025","1.5505314020092817","293","809","23","21026",
"GO:BP","negative regulation of monocyte chemotaxis","GO:0090027","0.028375843118847728","1.5470512256076914","6","809","3","21026",
"GO:BP","immune response-regulating signaling pathway","GO:0002764","0.028375843118847728","1.5470512256076914","540","809","36","21026",
"GO:BP","cellular response to chemical stimulus","GO:0070887","0.028719806922288347","1.5418184840977947","2192","809","112","21026",
"GO:BP","muscle cell differentiation","GO:0042692","0.028719806922288347","1.5418184840977947","405","809","29","21026",
"GO:BP","regulation of proteolysis","GO:0030162","0.02969489338264974","1.5273182296868424","406","809","29","21026",
"GO:BP","regulation of protein catabolic process","GO:0042176","0.030418459971190154","1.5168627772305712","369","809","27","21026",
"GO:BP","p38MAPK cascade","GO:0038066","0.030418459971190154","1.5168627772305712","55","809","8","21026",
"GO:BP","defense response to symbiont","GO:0140546","0.030425593403761237","1.5167609427785582","1082","809","62","21026",
"GO:BP","electron transport chain","GO:0022900","0.030425593403761237","1.5167609427785582","126","809","13","21026",
"GO:BP","regulation of catabolic process","GO:0009894","0.030663549640732878","1.5133775722425151","1040","809","60","21026",
"GO:BP","cell-cell adhesion","GO:0098609","0.030663549640732878","1.5133775722425151","976","809","57","21026",
"GO:BP","regulation of phosphorylation","GO:0042325","0.031549613769499905","1.501005953022118","830","809","50","21026",
"GO:BP","regulation of inflammatory response","GO:0050727","0.032182029784050686","1.492386567564138","390","809","28","21026",
"GO:BP","regulation of chemotaxis","GO:0050920","0.03235609108256878","1.4900439507127536","209","809","18","21026",
"GO:BP","positive regulation of monoatomic ion transmembrane transport","GO:0034767","0.03259705271876609","1.4868216651418826","143","809","14","21026",
"GO:BP","actin cytoskeleton organization","GO:0030036","0.033306019506482265","1.4774772679292707","729","809","45","21026",
"GO:BP","regulation of response to cytokine stimulus","GO:0060759","0.03331592719790623","1.4773480956081844","176","809","16","21026",
"GO:BP","positive regulation of cell communication","GO:0010647","0.033358785189741905","1.476789773232079","1795","809","94","21026",
"GO:BP","positive regulation of signaling","GO:0023056","0.03380290599702111","1.4710459623193783","1796","809","94","21026",
"GO:BP","positive regulation of proteasomal protein catabolic process","GO:1901800","0.03457883567014752","1.461189634270402","113","809","12","21026",
